path_seg_A,path_original_A,path_inpaint_B,path_original_B,num_files_A,num_files_B,label_A,label_B,yt_id_A,time_start_A,time_end_A,yt_id_B,time_start_B,time_end_B,action_swap_path,hasPerson,segmented_path,bboxes_info,bbox_vis_path,mask_path
/n/fs/visualai-scr/Data/HAT2/seg/smoking/6tB4dFW137k_000058_000068,/n/fs/visualai-scr/Data/HAT2/original/smoking/6tB4dFW137k_000058_000068,/n/fs/visualai-scr/Data/HAT2/inpaint/surfing water/-6UpPdfVoyg_000047_000057,/n/fs/visualai-scr/Data/HAT2/original/surfing water/-6UpPdfVoyg_000047_000057,300,300,smoking,surfing water,6tB4dFW137k,58,68,-6UpPdfVoyg,47,57,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_002330_smoking_to_surfing water_6tB4dFW137k_000058_000068_bg_-6UpPdfVoyg_000047_000057,False,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002330_smoking_to_surfing water_6tB4dFW137k_000058_000068_bg_-6UpPdfVoyg_000047_000057,[],/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002330_smoking_to_surfing water_6tB4dFW137k_000058_000068_bg_-6UpPdfVoyg_000047_000057/bbox_img/bbox_image.jpg,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_binarymask_action_swap/sample_002330_smoking_to_surfing water_6tB4dFW137k_000058_000068_bg_-6UpPdfVoyg_000047_000057
/n/fs/visualai-scr/Data/HAT2/seg/playing violin/Dz64L1FfG_o_000019_000029,/n/fs/visualai-scr/Data/HAT2/original/playing violin/Dz64L1FfG_o_000019_000029,/n/fs/visualai-scr/Data/HAT2/inpaint/playing volleyball/43Etho3Mvlc_000444_000454,/n/fs/visualai-scr/Data/HAT2/original/playing volleyball/43Etho3Mvlc_000444_000454,300,300,playing violin,playing volleyball,Dz64L1FfG_o,19,29,43Etho3Mvlc,444,454,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_002334_playing violin_to_playing volleyball_Dz64L1FfG_o_000019_000029_bg_43Etho3Mvlc_000444_000454,False,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002334_playing violin_to_playing volleyball_Dz64L1FfG_o_000019_000029_bg_43Etho3Mvlc_000444_000454,[],/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002334_playing violin_to_playing volleyball_Dz64L1FfG_o_000019_000029_bg_43Etho3Mvlc_000444_000454/bbox_img/bbox_image.jpg,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_binarymask_action_swap/sample_002334_playing violin_to_playing volleyball_Dz64L1FfG_o_000019_000029_bg_43Etho3Mvlc_000444_000454
/n/fs/visualai-scr/Data/HAT2/seg/playing saxophone/TpoL20ZVZE4_000204_000214,/n/fs/visualai-scr/Data/HAT2/original/playing saxophone/TpoL20ZVZE4_000204_000214,/n/fs/visualai-scr/Data/HAT2/inpaint/dribbling basketball/252W2TFVj6U_000037_000047,/n/fs/visualai-scr/Data/HAT2/original/dribbling basketball/252W2TFVj6U_000037_000047,300,300,playing saxophone,dribbling basketball,TpoL20ZVZE4,204,214,252W2TFVj6U,37,47,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_002422_playing saxophone_to_dribbling basketball_TpoL20ZVZE4_000204_000214_bg_252W2TFVj6U_000037_000047,False,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002422_playing saxophone_to_dribbling basketball_TpoL20ZVZE4_000204_000214_bg_252W2TFVj6U_000037_000047,[],/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002422_playing saxophone_to_dribbling basketball_TpoL20ZVZE4_000204_000214_bg_252W2TFVj6U_000037_000047/bbox_img/bbox_image.jpg,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_binarymask_action_swap/sample_002422_playing saxophone_to_dribbling basketball_TpoL20ZVZE4_000204_000214_bg_252W2TFVj6U_000037_000047
/n/fs/visualai-scr/Data/HAT2/seg/driving car/-yoInW_REsc_000036_000046,/n/fs/visualai-scr/Data/HAT2/original/driving car/-yoInW_REsc_000036_000046,/n/fs/visualai-scr/Data/HAT2/inpaint/playing saxophone/8xbFsL0cXDE_000392_000402,/n/fs/visualai-scr/Data/HAT2/original/playing saxophone/8xbFsL0cXDE_000392_000402,300,300,driving car,playing saxophone,-yoInW_REsc,36,46,8xbFsL0cXDE,392,402,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_002454_driving car_to_playing saxophone_-yoInW_REsc_000036_000046_bg_8xbFsL0cXDE_000392_000402,False,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002454_driving car_to_playing saxophone_-yoInW_REsc_000036_000046_bg_8xbFsL0cXDE_000392_000402,"[{'class': 'laptop', 'confidence': 0.6000462174415588, 'bbox': [442.5167541503906, 86.98514556884766, 958.9793701171875, 718.2723999023438]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002454_driving car_to_playing saxophone_-yoInW_REsc_000036_000046_bg_8xbFsL0cXDE_000392_000402/bbox_img/bbox_image.jpg,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_binarymask_action_swap/sample_002454_driving car_to_playing saxophone_-yoInW_REsc_000036_000046_bg_8xbFsL0cXDE_000392_000402
/n/fs/visualai-scr/Data/HAT2/seg/climbing a rope/C8_aYXTrthw_000050_000060,/n/fs/visualai-scr/Data/HAT2/original/climbing a rope/C8_aYXTrthw_000050_000060,/n/fs/visualai-scr/Data/HAT2/inpaint/eating ice cream/1HWS43YWRB0_000011_000021,/n/fs/visualai-scr/Data/HAT2/original/eating ice cream/1HWS43YWRB0_000011_000021,300,300,climbing a rope,eating ice cream,C8_aYXTrthw,50,60,1HWS43YWRB0,11,21,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_002458_climbing a rope_to_eating ice cream_C8_aYXTrthw_000050_000060_bg_1HWS43YWRB0_000011_000021,False,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002458_climbing a rope_to_eating ice cream_C8_aYXTrthw_000050_000060_bg_1HWS43YWRB0_000011_000021,"[{'class': 'cat', 'confidence': 0.33442556858062744, 'bbox': [28.208740234375, 149.4383544921875, 1210.1251220703125, 714.8264770507812]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002458_climbing a rope_to_eating ice cream_C8_aYXTrthw_000050_000060_bg_1HWS43YWRB0_000011_000021/bbox_img/bbox_image.jpg,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_binarymask_action_swap/sample_002458_climbing a rope_to_eating ice cream_C8_aYXTrthw_000050_000060_bg_1HWS43YWRB0_000011_000021
/n/fs/visualai-scr/Data/HAT2/seg/flying kite/skexFUHz3_0_000026_000036,/n/fs/visualai-scr/Data/HAT2/original/flying kite/skexFUHz3_0_000026_000036,/n/fs/visualai-scr/Data/HAT2/inpaint/playing saxophone/0bSgWa4ldr0_000401_000411,/n/fs/visualai-scr/Data/HAT2/original/playing saxophone/0bSgWa4ldr0_000401_000411,182,300,flying kite,playing saxophone,skexFUHz3_0,26,36,0bSgWa4ldr0,401,411,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_002466_flying kite_to_playing saxophone_skexFUHz3_0_000026_000036_bg_0bSgWa4ldr0_000401_000411,False,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002466_flying kite_to_playing saxophone_skexFUHz3_0_000026_000036_bg_0bSgWa4ldr0_000401_000411,[],/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002466_flying kite_to_playing saxophone_skexFUHz3_0_000026_000036_bg_0bSgWa4ldr0_000401_000411/bbox_img/bbox_image.jpg,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_binarymask_action_swap/sample_002466_flying kite_to_playing saxophone_skexFUHz3_0_000026_000036_bg_0bSgWa4ldr0_000401_000411
/n/fs/visualai-scr/Data/HAT2/seg/climbing a rope/0tIJZogdc9U_000022_000032,/n/fs/visualai-scr/Data/HAT2/original/climbing a rope/0tIJZogdc9U_000022_000032,/n/fs/visualai-scr/Data/HAT2/inpaint/punching person (boxing)/LQmy-JW6tbA_000042_000052,/n/fs/visualai-scr/Data/HAT2/original/punching person (boxing)/LQmy-JW6tbA_000042_000052,201,300,climbing a rope,punching person (boxing),0tIJZogdc9U,22,32,LQmy-JW6tbA,42,52,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_002470_climbing a rope_to_punching person (boxing)_0tIJZogdc9U_000022_000032_bg_LQmy-JW6tbA_000042_000052,False,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002470_climbing a rope_to_punching person (boxing)_0tIJZogdc9U_000022_000032_bg_LQmy-JW6tbA_000042_000052,[],/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002470_climbing a rope_to_punching person (boxing)_0tIJZogdc9U_000022_000032_bg_LQmy-JW6tbA_000042_000052/bbox_img/bbox_image.jpg,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_binarymask_action_swap/sample_002470_climbing a rope_to_punching person (boxing)_0tIJZogdc9U_000022_000032_bg_LQmy-JW6tbA_000042_000052
/n/fs/visualai-scr/Data/HAT2/seg/juggling balls/DvKjLyb3PSE_000000_000010,/n/fs/visualai-scr/Data/HAT2/original/juggling balls/DvKjLyb3PSE_000000_000010,/n/fs/visualai-scr/Data/HAT2/inpaint/skiing slalom/-t8vdaAZKRs_000552_000562,/n/fs/visualai-scr/Data/HAT2/original/skiing slalom/-t8vdaAZKRs_000552_000562,300,300,juggling balls,skiing slalom,DvKjLyb3PSE,0,10,-t8vdaAZKRs,552,562,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_002474_juggling balls_to_skiing slalom_DvKjLyb3PSE_000000_000010_bg_-t8vdaAZKRs_000552_000562,False,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002474_juggling balls_to_skiing slalom_DvKjLyb3PSE_000000_000010_bg_-t8vdaAZKRs_000552_000562,"[{'class': 'chair', 'confidence': 0.46842941641807556, 'bbox': [0.08902740478515625, 106.34381103515625, 92.57117462158203, 239.827880859375]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002474_juggling balls_to_skiing slalom_DvKjLyb3PSE_000000_000010_bg_-t8vdaAZKRs_000552_000562/bbox_img/bbox_image.jpg,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_binarymask_action_swap/sample_002474_juggling balls_to_skiing slalom_DvKjLyb3PSE_000000_000010_bg_-t8vdaAZKRs_000552_000562
/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing baseball/w1c9XilT7NU_000007_000017,/n/fs/visualai-scr/Data/HAT2/original/catching or throwing baseball/w1c9XilT7NU_000007_000017,/n/fs/visualai-scr/Data/HAT2/inpaint/sweeping floor/fkZxB6qCvf4_000003_000013,/n/fs/visualai-scr/Data/HAT2/original/sweeping floor/fkZxB6qCvf4_000003_000013,301,300,catching or throwing baseball,sweeping floor,w1c9XilT7NU,7,17,fkZxB6qCvf4,3,13,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000007_catching or throwing baseball_to_sweeping floor_w1c9XilT7NU_000007_000017_bg_fkZxB6qCvf4_000003_000013,False,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_000007_catching or throwing baseball_to_sweeping floor_w1c9XilT7NU_000007_000017_bg_fkZxB6qCvf4_000003_000013,"[{'class': 'bench', 'confidence': 0.414200097322464, 'bbox': [82.16778564453125, 167.56607055664062, 482.126953125, 440.1040954589844]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_000007_catching or throwing baseball_to_sweeping floor_w1c9XilT7NU_000007_000017_bg_fkZxB6qCvf4_000003_000013/bbox_img/bbox_image.jpg,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_binarymask_action_swap/sample_000007_catching or throwing baseball_to_sweeping floor_w1c9XilT7NU_000007_000017_bg_fkZxB6qCvf4_000003_000013
/n/fs/visualai-scr/Data/HAT2/seg/cleaning windows/sn2TKS2zqo0_000061_000071,/n/fs/visualai-scr/Data/HAT2/original/cleaning windows/sn2TKS2zqo0_000061_000071,/n/fs/visualai-scr/Data/HAT2/inpaint/clean and jerk/cS3_7_XY4RU_000005_000015,/n/fs/visualai-scr/Data/HAT2/original/clean and jerk/cS3_7_XY4RU_000005_000015,300,300,cleaning windows,clean and jerk,sn2TKS2zqo0,61,71,cS3_7_XY4RU,5,15,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000015_cleaning windows_to_clean and jerk_sn2TKS2zqo0_000061_000071_bg_cS3_7_XY4RU_000005_000015,False,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_000015_cleaning windows_to_clean and jerk_sn2TKS2zqo0_000061_000071_bg_cS3_7_XY4RU_000005_000015,[],/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_000015_cleaning windows_to_clean and jerk_sn2TKS2zqo0_000061_000071_bg_cS3_7_XY4RU_000005_000015/bbox_img/bbox_image.jpg,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_binarymask_action_swap/sample_000015_cleaning windows_to_clean and jerk_sn2TKS2zqo0_000061_000071_bg_cS3_7_XY4RU_000005_000015
/n/fs/visualai-scr/Data/HAT2/seg/walking the dog/ypl3JWaPnFA_000063_000073,/n/fs/visualai-scr/Data/HAT2/original/walking the dog/ypl3JWaPnFA_000063_000073,/n/fs/visualai-scr/Data/HAT2/inpaint/dunking basketball/fNvsvkohgY4_000000_000010,/n/fs/visualai-scr/Data/HAT2/original/dunking basketball/fNvsvkohgY4_000000_000010,300,128,walking the dog,dunking basketball,ypl3JWaPnFA,63,73,fNvsvkohgY4,0,10,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000019_walking the dog_to_dunking basketball_ypl3JWaPnFA_000063_000073_bg_fNvsvkohgY4_000000_000010,False,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_000019_walking the dog_to_dunking basketball_ypl3JWaPnFA_000063_000073_bg_fNvsvkohgY4_000000_000010,[],/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_000019_walking the dog_to_dunking basketball_ypl3JWaPnFA_000063_000073_bg_fNvsvkohgY4_000000_000010/bbox_img/bbox_image.jpg,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_binarymask_action_swap/sample_000019_walking the dog_to_dunking basketball_ypl3JWaPnFA_000063_000073_bg_fNvsvkohgY4_000000_000010
/n/fs/visualai-scr/Data/HAT2/seg/archery/MrI8XlHC4p0_000000_000010,/n/fs/visualai-scr/Data/HAT2/original/archery/MrI8XlHC4p0_000000_000010,/n/fs/visualai-scr/Data/HAT2/inpaint/climbing a rope/1c17xEdMHns_000119_000129,/n/fs/visualai-scr/Data/HAT2/original/climbing a rope/1c17xEdMHns_000119_000129,300,300,archery,climbing a rope,MrI8XlHC4p0,0,10,1c17xEdMHns,119,129,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000027_archery_to_climbing a rope_MrI8XlHC4p0_000000_000010_bg_1c17xEdMHns_000119_000129,False,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_000027_archery_to_climbing a rope_MrI8XlHC4p0_000000_000010_bg_1c17xEdMHns_000119_000129,"[{'class': 'chair', 'confidence': 0.4413033425807953, 'bbox': [301.95928955078125, 0.9178962707519531, 441.84197998046875, 167.47882080078125]}, {'class': 'dog', 'confidence': 0.3080698847770691, 'bbox': [278.42083740234375, 206.63987731933594, 434.0741271972656, 306.29229736328125]}, {'class': 'airplane', 'confidence': 0.27984732389450073, 'bbox': [0.0, 11.167190551757812, 476.3932800292969, 357.1976318359375]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_000027_archery_to_climbing a rope_MrI8XlHC4p0_000000_000010_bg_1c17xEdMHns_000119_000129/bbox_img/bbox_image.jpg,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_binarymask_action_swap/sample_000027_archery_to_climbing a rope_MrI8XlHC4p0_000000_000010_bg_1c17xEdMHns_000119_000129
/n/fs/visualai-scr/Data/HAT2/seg/surfing water/r2U-mAIEEYU_000000_000010,/n/fs/visualai-scr/Data/HAT2/original/surfing water/r2U-mAIEEYU_000000_000010,/n/fs/visualai-scr/Data/HAT2/inpaint/catching or throwing frisbee/FzYUhtv41XY_000041_000051,/n/fs/visualai-scr/Data/HAT2/original/catching or throwing frisbee/FzYUhtv41XY_000041_000051,300,300,surfing water,catching or throwing frisbee,r2U-mAIEEYU,0,10,FzYUhtv41XY,41,51,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000043_surfing water_to_catching or throwing frisbee_r2U-mAIEEYU_000000_000010_bg_FzYUhtv41XY_000041_000051,False,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_000043_surfing water_to_catching or throwing frisbee_r2U-mAIEEYU_000000_000010_bg_FzYUhtv41XY_000041_000051,"[{'class': 'bird', 'confidence': 0.6848495006561279, 'bbox': [751.0226440429688, 118.14617919921875, 804.9714965820312, 198.38916015625]}, {'class': 'kite', 'confidence': 0.36278465390205383, 'bbox': [163.18206787109375, 502.33203125, 488.58282470703125, 710.131103515625]}, {'class': 'bird', 'confidence': 0.2737734317779541, 'bbox': [554.693603515625, 154.65040588378906, 654.79443359375, 226.48228454589844]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_000043_surfing water_to_catching or throwing frisbee_r2U-mAIEEYU_000000_000010_bg_FzYUhtv41XY_000041_000051/bbox_img/bbox_image.jpg,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_binarymask_action_swap/sample_000043_surfing water_to_catching or throwing frisbee_r2U-mAIEEYU_000000_000010_bg_FzYUhtv41XY_000041_000051
/n/fs/visualai-scr/Data/HAT2/seg/skiing slalom/o5K7K_9JqJo_000048_000058,/n/fs/visualai-scr/Data/HAT2/original/skiing slalom/o5K7K_9JqJo_000048_000058,/n/fs/visualai-scr/Data/HAT2/inpaint/bowling/v52Gi2rgV3w_000005_000015,/n/fs/visualai-scr/Data/HAT2/original/bowling/v52Gi2rgV3w_000005_000015,300,170,skiing slalom,bowling,o5K7K_9JqJo,48,58,v52Gi2rgV3w,5,15,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000051_skiing slalom_to_bowling_o5K7K_9JqJo_000048_000058_bg_v52Gi2rgV3w_000005_000015,False,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_000051_skiing slalom_to_bowling_o5K7K_9JqJo_000048_000058_bg_v52Gi2rgV3w_000005_000015,"[{'class': 'dog', 'confidence': 0.6331666111946106, 'bbox': [104.5444564819336, 82.99150085449219, 156.71084594726562, 161.13906860351562]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_000051_skiing slalom_to_bowling_o5K7K_9JqJo_000048_000058_bg_v52Gi2rgV3w_000005_000015/bbox_img/bbox_image.jpg,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_binarymask_action_swap/sample_000051_skiing slalom_to_bowling_o5K7K_9JqJo_000048_000058_bg_v52Gi2rgV3w_000005_000015
/n/fs/visualai-scr/Data/HAT2/seg/walking the dog/y3jdPKWjqZY_000004_000014,/n/fs/visualai-scr/Data/HAT2/original/walking the dog/y3jdPKWjqZY_000004_000014,/n/fs/visualai-scr/Data/HAT2/inpaint/deadlifting/tAn1JD4xFbc_000007_000017,/n/fs/visualai-scr/Data/HAT2/original/deadlifting/tAn1JD4xFbc_000007_000017,300,266,walking the dog,deadlifting,y3jdPKWjqZY,4,14,tAn1JD4xFbc,7,17,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000067_walking the dog_to_deadlifting_y3jdPKWjqZY_000004_000014_bg_tAn1JD4xFbc_000007_000017,False,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_000067_walking the dog_to_deadlifting_y3jdPKWjqZY_000004_000014_bg_tAn1JD4xFbc_000007_000017,"[{'class': 'cell phone', 'confidence': 0.509615421295166, 'bbox': [6.264301300048828, 106.30555725097656, 188.391357421875, 352.5050048828125]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_000067_walking the dog_to_deadlifting_y3jdPKWjqZY_000004_000014_bg_tAn1JD4xFbc_000007_000017/bbox_img/bbox_image.jpg,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_binarymask_action_swap/sample_000067_walking the dog_to_deadlifting_y3jdPKWjqZY_000004_000014_bg_tAn1JD4xFbc_000007_000017
/n/fs/visualai-scr/Data/HAT2/seg/dunking basketball/Epm2c6l1Md8_000002_000012,/n/fs/visualai-scr/Data/HAT2/original/dunking basketball/Epm2c6l1Md8_000002_000012,/n/fs/visualai-scr/Data/HAT2/inpaint/skiing (not slalom or crosscountry)/pubHgFrMXUY_000234_000244,/n/fs/visualai-scr/Data/HAT2/original/skiing (not slalom or crosscountry)/pubHgFrMXUY_000234_000244,300,300,dunking basketball,skiing (not slalom or crosscountry),Epm2c6l1Md8,2,12,pubHgFrMXUY,234,244,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000071_dunking basketball_to_skiing (not slalom or crosscountry)_Epm2c6l1Md8_000002_000012_bg_pubHgFrMXUY_000234_000244,False,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_000071_dunking basketball_to_skiing (not slalom or crosscountry)_Epm2c6l1Md8_000002_000012_bg_pubHgFrMXUY_000234_000244,[],/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_000071_dunking basketball_to_skiing (not slalom or crosscountry)_Epm2c6l1Md8_000002_000012_bg_pubHgFrMXUY_000234_000244/bbox_img/bbox_image.jpg,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_binarymask_action_swap/sample_000071_dunking basketball_to_skiing (not slalom or crosscountry)_Epm2c6l1Md8_000002_000012_bg_pubHgFrMXUY_000234_000244
/n/fs/visualai-scr/Data/HAT2/seg/sweeping floor/YUCMbO4NGkA_000020_000030,/n/fs/visualai-scr/Data/HAT2/original/sweeping floor/YUCMbO4NGkA_000020_000030,/n/fs/visualai-scr/Data/HAT2/inpaint/hurdling/1ZP9LHPTwwg_000012_000022,/n/fs/visualai-scr/Data/HAT2/original/hurdling/1ZP9LHPTwwg_000012_000022,276,300,sweeping floor,hurdling,YUCMbO4NGkA,20,30,1ZP9LHPTwwg,12,22,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000091_sweeping floor_to_hurdling_YUCMbO4NGkA_000020_000030_bg_1ZP9LHPTwwg_000012_000022,False,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_000091_sweeping floor_to_hurdling_YUCMbO4NGkA_000020_000030_bg_1ZP9LHPTwwg_000012_000022,[],/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_000091_sweeping floor_to_hurdling_YUCMbO4NGkA_000020_000030_bg_1ZP9LHPTwwg_000012_000022/bbox_img/bbox_image.jpg,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_binarymask_action_swap/sample_000091_sweeping floor_to_hurdling_YUCMbO4NGkA_000020_000030_bg_1ZP9LHPTwwg_000012_000022
