path_seg_A,path_original_A,path_inpaint_B,path_original_B,num_files_A,num_files_B,label_A,label_B,yt_id_A,time_start_A,time_end_A,yt_id_B,time_start_B,time_end_B,action_swap_path,hasPerson,segmented_path,bboxes_info,bbox_vis_path
/n/fs/visualai-scr/Data/HAT2/seg/writing/5vhEonzSjvA_000233_000243,/n/fs/visualai-scr/Data/HAT2/original/writing/5vhEonzSjvA_000233_000243,/n/fs/visualai-scr/Data/HAT2/inpaint/shooting goal (soccer)/h_cslapfHOw_000845_000855,/n/fs/visualai-scr/Data/HAT2/original/shooting goal (soccer)/h_cslapfHOw_000845_000855,300,300,writing,shooting goal (soccer),5vhEonzSjvA,233,243,h_cslapfHOw,845,855,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/sample_001719_writing_to_shooting goal (soccer)_5vhEonzSjvA_000233_000243_bg_h_cslapfHOw_000845_000855,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/segmented_action_swap/sample_001719_writing_to_shooting goal (soccer)_5vhEonzSjvA_233_243_bg_h_cslapfHOw_845_855,"[{'class': 'person', 'confidence': 0.6953080296516418, 'bbox': [493.48486328125, 3.2572021484375, 1276.799072265625, 698.3177490234375]}]",dataset/segmented_action_swap/sample_001719_writing_to_shooting goal (soccer)_5vhEonzSjvA_233_243_bg_h_cslapfHOw_845_855/bbox_img/bbox_image.jpg
/n/fs/visualai-scr/Data/HAT2/seg/brushing hair/MPx8w7ioI4o_000323_000333,/n/fs/visualai-scr/Data/HAT2/original/brushing hair/MPx8w7ioI4o_000323_000333,/n/fs/visualai-scr/Data/HAT2/inpaint/playing accordion/6-t-BUbr8V4_000005_000015,/n/fs/visualai-scr/Data/HAT2/original/playing accordion/6-t-BUbr8V4_000005_000015,300,300,brushing hair,playing accordion,MPx8w7ioI4o,323,333,6-t-BUbr8V4,5,15,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/sample_001721_brushing hair_to_playing accordion_MPx8w7ioI4o_000323_000333_bg_6-t-BUbr8V4_000005_000015,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/segmented_action_swap/sample_001721_brushing hair_to_playing accordion_MPx8w7ioI4o_323_333_bg_6-t-BUbr8V4_5_15,"[{'class': 'person', 'confidence': 0.8787801861763, 'bbox': [44.441650390625, 32.5257568359375, 937.5963745117188, 708.4766845703125]}, {'class': 'bicycle', 'confidence': 0.7577686309814453, 'bbox': [0.8788604736328125, 296.8585205078125, 155.5767364501953, 527.17724609375]}]",dataset/segmented_action_swap/sample_001721_brushing hair_to_playing accordion_MPx8w7ioI4o_323_333_bg_6-t-BUbr8V4_5_15/bbox_img/bbox_image.jpg
/n/fs/visualai-scr/Data/HAT2/seg/playing accordion/V6li0T_bsw4_000008_000018,/n/fs/visualai-scr/Data/HAT2/original/playing accordion/V6li0T_bsw4_000008_000018,/n/fs/visualai-scr/Data/HAT2/inpaint/playing basketball/5EheWAKuZnY_000003_000013,/n/fs/visualai-scr/Data/HAT2/original/playing basketball/5EheWAKuZnY_000003_000013,300,300,playing accordion,playing basketball,V6li0T_bsw4,8,18,5EheWAKuZnY,3,13,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/sample_001722_playing accordion_to_playing basketball_V6li0T_bsw4_000008_000018_bg_5EheWAKuZnY_000003_000013,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/segmented_action_swap/sample_001722_playing accordion_to_playing basketball_V6li0T_bsw4_8_18_bg_5EheWAKuZnY_3_13,"[{'class': 'person', 'confidence': 0.7725836038589478, 'bbox': [0.49675408005714417, 0.0, 406.772705078125, 314.9748229980469]}, {'class': 'person', 'confidence': 0.4970761835575104, 'bbox': [397.0533752441406, 0.0, 567.3308715820312, 279.3232116699219]}, {'class': 'person', 'confidence': 0.3594599664211273, 'bbox': [272.3473205566406, 0.0, 567.34765625, 278.928466796875]}]",dataset/segmented_action_swap/sample_001722_playing accordion_to_playing basketball_V6li0T_bsw4_8_18_bg_5EheWAKuZnY_3_13/bbox_img/bbox_image.jpg
/n/fs/visualai-scr/Data/HAT2/seg/deadlifting/Hu68uLOPeOI_000076_000086,/n/fs/visualai-scr/Data/HAT2/original/deadlifting/Hu68uLOPeOI_000076_000086,/n/fs/visualai-scr/Data/HAT2/inpaint/smoking/KAuuXjBD3kM_000000_000010,/n/fs/visualai-scr/Data/HAT2/original/smoking/KAuuXjBD3kM_000000_000010,300,300,deadlifting,smoking,Hu68uLOPeOI,76,86,KAuuXjBD3kM,0,10,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/sample_001723_deadlifting_to_smoking_Hu68uLOPeOI_000076_000086_bg_KAuuXjBD3kM_000000_000010,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/segmented_action_swap/sample_001723_deadlifting_to_smoking_Hu68uLOPeOI_76_86_bg_KAuuXjBD3kM_0_10,"[{'class': 'person', 'confidence': 0.9256378412246704, 'bbox': [395.2485656738281, 144.3172607421875, 756.21240234375, 717.6134033203125]}]",dataset/segmented_action_swap/sample_001723_deadlifting_to_smoking_Hu68uLOPeOI_76_86_bg_KAuuXjBD3kM_0_10/bbox_img/bbox_image.jpg
/n/fs/visualai-scr/Data/HAT2/seg/walking the dog/sy9T57J6qEg_000002_000012,/n/fs/visualai-scr/Data/HAT2/original/walking the dog/sy9T57J6qEg_000002_000012,/n/fs/visualai-scr/Data/HAT2/inpaint/playing trumpet/gpyUJCmt3vE_000363_000373,/n/fs/visualai-scr/Data/HAT2/original/playing trumpet/gpyUJCmt3vE_000363_000373,300,259,walking the dog,playing trumpet,sy9T57J6qEg,2,12,gpyUJCmt3vE,363,373,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/sample_001724_walking the dog_to_playing trumpet_sy9T57J6qEg_000002_000012_bg_gpyUJCmt3vE_000363_000373,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/segmented_action_swap/sample_001724_walking the dog_to_playing trumpet_sy9T57J6qEg_2_12_bg_gpyUJCmt3vE_363_373,"[{'class': 'person', 'confidence': 0.6320983171463013, 'bbox': [87.13900756835938, 66.91990661621094, 142.43179321289062, 227.5322265625]}]",dataset/segmented_action_swap/sample_001724_walking the dog_to_playing trumpet_sy9T57J6qEg_2_12_bg_gpyUJCmt3vE_363_373/bbox_img/bbox_image.jpg
/n/fs/visualai-scr/Data/HAT2/seg/juggling balls/ufND1hxYBCo_000029_000039,/n/fs/visualai-scr/Data/HAT2/original/juggling balls/ufND1hxYBCo_000029_000039,/n/fs/visualai-scr/Data/HAT2/inpaint/archery/4wXnaqEDh3c_000014_000024,/n/fs/visualai-scr/Data/HAT2/original/archery/4wXnaqEDh3c_000014_000024,185,300,juggling balls,archery,ufND1hxYBCo,29,39,4wXnaqEDh3c,14,24,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/sample_001726_juggling balls_to_archery_ufND1hxYBCo_000029_000039_bg_4wXnaqEDh3c_000014_000024,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/segmented_action_swap/sample_001726_juggling balls_to_archery_ufND1hxYBCo_29_39_bg_4wXnaqEDh3c_14_24,"[{'class': 'person', 'confidence': 0.9277684092521667, 'bbox': [386.6172790527344, 157.1409912109375, 659.7171630859375, 715.89453125]}]",dataset/segmented_action_swap/sample_001726_juggling balls_to_archery_ufND1hxYBCo_29_39_bg_4wXnaqEDh3c_14_24/bbox_img/bbox_image.jpg
/n/fs/visualai-scr/Data/HAT2/seg/eating cake/VbEWELuXntI_000036_000046,/n/fs/visualai-scr/Data/HAT2/original/eating cake/VbEWELuXntI_000036_000046,/n/fs/visualai-scr/Data/HAT2/inpaint/opening bottle/0q9KxPP30V8_000007_000017,/n/fs/visualai-scr/Data/HAT2/original/opening bottle/0q9KxPP30V8_000007_000017,300,256,eating cake,opening bottle,VbEWELuXntI,36,46,0q9KxPP30V8,7,17,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/sample_001727_eating cake_to_opening bottle_VbEWELuXntI_000036_000046_bg_0q9KxPP30V8_000007_000017,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/segmented_action_swap/sample_001727_eating cake_to_opening bottle_VbEWELuXntI_36_46_bg_0q9KxPP30V8_7_17,"[{'class': 'person', 'confidence': 0.680654764175415, 'bbox': [298.7234802246094, 0.0, 455.9453125, 359.53082275390625]}, {'class': 'person', 'confidence': 0.674420177936554, 'bbox': [160.86825561523438, 27.274612426757812, 224.33099365234375, 243.4901123046875]}, {'class': 'person', 'confidence': 0.4648635685443878, 'bbox': [121.3663330078125, 28.973602294921875, 332.3721923828125, 359.112060546875]}, {'class': 'person', 'confidence': 0.36875593662261963, 'bbox': [119.91229248046875, 18.949081420898438, 438.5283508300781, 359.2633056640625]}]",dataset/segmented_action_swap/sample_001727_eating cake_to_opening bottle_VbEWELuXntI_36_46_bg_0q9KxPP30V8_7_17/bbox_img/bbox_image.jpg
/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing baseball/CR0PV8jmGqg_000003_000013,/n/fs/visualai-scr/Data/HAT2/original/catching or throwing baseball/CR0PV8jmGqg_000003_000013,/n/fs/visualai-scr/Data/HAT2/inpaint/juggling soccer ball/CfBw_K62pxw_000075_000085,/n/fs/visualai-scr/Data/HAT2/original/juggling soccer ball/CfBw_K62pxw_000075_000085,300,300,catching or throwing baseball,juggling soccer ball,CR0PV8jmGqg,3,13,CfBw_K62pxw,75,85,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/sample_001728_catching or throwing baseball_to_juggling soccer ball_CR0PV8jmGqg_000003_000013_bg_CfBw_K62pxw_000075_000085,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/segmented_action_swap/sample_001728_catching or throwing baseball_to_juggling soccer ball_CR0PV8jmGqg_3_13_bg_CfBw_K62pxw_75_85,"[{'class': 'person', 'confidence': 0.5106635689735413, 'bbox': [318.86065673828125, 306.0090026855469, 405.7662353515625, 568.6743774414062]}]",dataset/segmented_action_swap/sample_001728_catching or throwing baseball_to_juggling soccer ball_CR0PV8jmGqg_3_13_bg_CfBw_K62pxw_75_85/bbox_img/bbox_image.jpg
/n/fs/visualai-scr/Data/HAT2/seg/punching person (boxing)/1OnrPst_Cxs_000000_000010,/n/fs/visualai-scr/Data/HAT2/original/punching person (boxing)/1OnrPst_Cxs_000000_000010,/n/fs/visualai-scr/Data/HAT2/inpaint/skipping rope/nxDAt9SkPoA_000123_000133,/n/fs/visualai-scr/Data/HAT2/original/skipping rope/nxDAt9SkPoA_000123_000133,300,300,punching person (boxing),skipping rope,1OnrPst_Cxs,0,10,nxDAt9SkPoA,123,133,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/sample_001729_punching person (boxing)_to_skipping rope_1OnrPst_Cxs_000000_000010_bg_nxDAt9SkPoA_000123_000133,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/segmented_action_swap/sample_001729_punching person (boxing)_to_skipping rope_1OnrPst_Cxs_0_10_bg_nxDAt9SkPoA_123_133,"[{'class': 'person', 'confidence': 0.7384397387504578, 'bbox': [225.27374267578125, 124.9375, 284.568603515625, 281.178955078125]}, {'class': 'person', 'confidence': 0.4189299941062927, 'bbox': [351.0919494628906, 114.67587280273438, 409.0265197753906, 276.9107360839844]}, {'class': 'person', 'confidence': 0.37202128767967224, 'bbox': [32.07044982910156, 102.09293365478516, 150.6734619140625, 298.3500671386719]}, {'class': 'person', 'confidence': 0.27107885479927063, 'bbox': [34.64369201660156, 126.6917724609375, 97.58259582519531, 298.8068542480469]}]",dataset/segmented_action_swap/sample_001729_punching person (boxing)_to_skipping rope_1OnrPst_Cxs_0_10_bg_nxDAt9SkPoA_123_133/bbox_img/bbox_image.jpg
/n/fs/visualai-scr/Data/HAT2/seg/cleaning windows/-fN6cQFbu1M_000004_000014,/n/fs/visualai-scr/Data/HAT2/original/cleaning windows/-fN6cQFbu1M_000004_000014,/n/fs/visualai-scr/Data/HAT2/inpaint/reading newspaper/uPnEZd6wCtk_000006_000016,/n/fs/visualai-scr/Data/HAT2/original/reading newspaper/uPnEZd6wCtk_000006_000016,300,300,cleaning windows,reading newspaper,-fN6cQFbu1M,4,14,uPnEZd6wCtk,6,16,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/sample_001732_cleaning windows_to_reading newspaper_-fN6cQFbu1M_000004_000014_bg_uPnEZd6wCtk_000006_000016,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/segmented_action_swap/sample_001732_cleaning windows_to_reading newspaper_-fN6cQFbu1M_4_14_bg_uPnEZd6wCtk_6_16,"[{'class': 'book', 'confidence': 0.8395287394523621, 'bbox': [112.31182861328125, 80.78006744384766, 453.03485107421875, 325.2391052246094]}, {'class': 'person', 'confidence': 0.7952325344085693, 'bbox': [371.382568359375, 269.2413635253906, 424.5980224609375, 360.0]}, {'class': 'person', 'confidence': 0.27628350257873535, 'bbox': [282.5082092285156, 195.725830078125, 324.7065124511719, 255.42147827148438]}]",dataset/segmented_action_swap/sample_001732_cleaning windows_to_reading newspaper_-fN6cQFbu1M_4_14_bg_uPnEZd6wCtk_6_16/bbox_img/bbox_image.jpg
/n/fs/visualai-scr/Data/HAT2/seg/playing saxophone/-zpKHNrNsn4_000226_000236,/n/fs/visualai-scr/Data/HAT2/original/playing saxophone/-zpKHNrNsn4_000226_000236,/n/fs/visualai-scr/Data/HAT2/inpaint/skipping rope/GU5SV08xxVU_000330_000340,/n/fs/visualai-scr/Data/HAT2/original/skipping rope/GU5SV08xxVU_000330_000340,300,300,playing saxophone,skipping rope,-zpKHNrNsn4,226,236,GU5SV08xxVU,330,340,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/sample_001733_playing saxophone_to_skipping rope_-zpKHNrNsn4_000226_000236_bg_GU5SV08xxVU_000330_000340,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/segmented_action_swap/sample_001733_playing saxophone_to_skipping rope_-zpKHNrNsn4_226_236_bg_GU5SV08xxVU_330_340,"[{'class': 'person', 'confidence': 0.8020200133323669, 'bbox': [1.43280029296875, 0.131103515625, 365.75994873046875, 710.3848876953125]}]",dataset/segmented_action_swap/sample_001733_playing saxophone_to_skipping rope_-zpKHNrNsn4_226_236_bg_GU5SV08xxVU_330_340/bbox_img/bbox_image.jpg
/n/fs/visualai-scr/Data/HAT2/seg/brushing teeth/xCtFp27ilbU_000003_000013,/n/fs/visualai-scr/Data/HAT2/original/brushing teeth/xCtFp27ilbU_000003_000013,/n/fs/visualai-scr/Data/HAT2/inpaint/playing piano/Z3XphEQB8XU_000006_000016,/n/fs/visualai-scr/Data/HAT2/original/playing piano/Z3XphEQB8XU_000006_000016,300,300,brushing teeth,playing piano,xCtFp27ilbU,3,13,Z3XphEQB8XU,6,16,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/sample_001734_brushing teeth_to_playing piano_xCtFp27ilbU_000003_000013_bg_Z3XphEQB8XU_000006_000016,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/segmented_action_swap/sample_001734_brushing teeth_to_playing piano_xCtFp27ilbU_3_13_bg_Z3XphEQB8XU_6_16,"[{'class': 'person', 'confidence': 0.9268012642860413, 'bbox': [529.4068603515625, 132.8438720703125, 1109.6121826171875, 714.5850830078125]}, {'class': 'dining table', 'confidence': 0.3849826753139496, 'bbox': [1.7606201171875, 488.4671630859375, 637.157958984375, 708.4168701171875]}, {'class': 'dining table', 'confidence': 0.27900800108909607, 'bbox': [2.646728515625, 488.61767578125, 1241.104248046875, 707.214111328125]}]",dataset/segmented_action_swap/sample_001734_brushing teeth_to_playing piano_xCtFp27ilbU_3_13_bg_Z3XphEQB8XU_6_16/bbox_img/bbox_image.jpg
/n/fs/visualai-scr/Data/HAT2/seg/juggling balls/ufND1hxYBCo_000029_000039,/n/fs/visualai-scr/Data/HAT2/original/juggling balls/ufND1hxYBCo_000029_000039,/n/fs/visualai-scr/Data/HAT2/inpaint/golf driving/c2pnl2kFWDc_000032_000042,/n/fs/visualai-scr/Data/HAT2/original/golf driving/c2pnl2kFWDc_000032_000042,185,300,juggling balls,golf driving,ufND1hxYBCo,29,39,c2pnl2kFWDc,32,42,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/sample_001735_juggling balls_to_golf driving_ufND1hxYBCo_000029_000039_bg_c2pnl2kFWDc_000032_000042,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/segmented_action_swap/sample_001735_juggling balls_to_golf driving_ufND1hxYBCo_29_39_bg_c2pnl2kFWDc_32_42,"[{'class': 'person', 'confidence': 0.919372022151947, 'bbox': [388.769287109375, 155.13995361328125, 660.697509765625, 715.7542114257812]}]",dataset/segmented_action_swap/sample_001735_juggling balls_to_golf driving_ufND1hxYBCo_29_39_bg_c2pnl2kFWDc_32_42/bbox_img/bbox_image.jpg
/n/fs/visualai-scr/Data/HAT2/seg/skipping rope/EraTWAIeZZ8_000012_000022,/n/fs/visualai-scr/Data/HAT2/original/skipping rope/EraTWAIeZZ8_000012_000022,/n/fs/visualai-scr/Data/HAT2/inpaint/writing/-TL7z_uCTNs_000001_000011,/n/fs/visualai-scr/Data/HAT2/original/writing/-TL7z_uCTNs_000001_000011,300,300,skipping rope,writing,EraTWAIeZZ8,12,22,-TL7z_uCTNs,1,11,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/sample_001736_skipping rope_to_writing_EraTWAIeZZ8_000012_000022_bg_-TL7z_uCTNs_000001_000011,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/segmented_action_swap/sample_001736_skipping rope_to_writing_EraTWAIeZZ8_12_22_bg_-TL7z_uCTNs_1_11,"[{'class': 'person', 'confidence': 0.4274005591869354, 'bbox': [81.31246948242188, 131.21861267089844, 117.24366760253906, 254.99679565429688]}, {'class': 'person', 'confidence': 0.3175371289253235, 'bbox': [184.86825561523438, 163.2179718017578, 203.50332641601562, 359.15509033203125]}, {'class': 'person', 'confidence': 0.29981374740600586, 'bbox': [0.0, 174.50830078125, 21.810855865478516, 279.6864929199219]}]",dataset/segmented_action_swap/sample_001736_skipping rope_to_writing_EraTWAIeZZ8_12_22_bg_-TL7z_uCTNs_1_11/bbox_img/bbox_image.jpg
/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing baseball/u9qR9c2HsA4_000008_000018,/n/fs/visualai-scr/Data/HAT2/original/catching or throwing baseball/u9qR9c2HsA4_000008_000018,/n/fs/visualai-scr/Data/HAT2/inpaint/deadlifting/hgGH3_uDJGs_000000_000010,/n/fs/visualai-scr/Data/HAT2/original/deadlifting/hgGH3_uDJGs_000000_000010,300,300,catching or throwing baseball,deadlifting,u9qR9c2HsA4,8,18,hgGH3_uDJGs,0,10,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/sample_001737_catching or throwing baseball_to_deadlifting_u9qR9c2HsA4_000008_000018_bg_hgGH3_uDJGs_000000_000010,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/segmented_action_swap/sample_001737_catching or throwing baseball_to_deadlifting_u9qR9c2HsA4_8_18_bg_hgGH3_uDJGs_0_10,"[{'class': 'person', 'confidence': 0.8628674745559692, 'bbox': [343.2346496582031, 179.63470458984375, 404.80218505859375, 310.4977722167969]}, {'class': 'person', 'confidence': 0.6714417934417725, 'bbox': [131.07876586914062, 231.15052795410156, 165.53636169433594, 363.8955078125]}, {'class': 'train', 'confidence': 0.5731304883956909, 'bbox': [0.0, 0.7604255676269531, 403.21759033203125, 385.8331298828125]}, {'class': 'person', 'confidence': 0.559116542339325, 'bbox': [298.1842346191406, 185.37353515625, 319.360107421875, 247.31483459472656]}, {'class': 'person', 'confidence': 0.4716900885105133, 'bbox': [73.99657440185547, 222.14324951171875, 127.32878112792969, 342.6772766113281]}, {'class': 'person', 'confidence': 0.32359787821769714, 'bbox': [41.347816467285156, 184.90110778808594, 79.00173950195312, 331.91802978515625]}, {'class': 'suitcase', 'confidence': 0.32247889041900635, 'bbox': [89.96536254882812, 287.7733459472656, 120.24810791015625, 346.79217529296875]}, {'class': 'person', 'confidence': 0.25588950514793396, 'bbox': [208.0721435546875, 188.19082641601562, 224.05673217773438, 240.97305297851562]}]",dataset/segmented_action_swap/sample_001737_catching or throwing baseball_to_deadlifting_u9qR9c2HsA4_8_18_bg_hgGH3_uDJGs_0_10/bbox_img/bbox_image.jpg
/n/fs/visualai-scr/Data/HAT2/seg/juggling balls/fK5hfUOo1PY_000023_000033,/n/fs/visualai-scr/Data/HAT2/original/juggling balls/fK5hfUOo1PY_000023_000033,/n/fs/visualai-scr/Data/HAT2/inpaint/eating cake/cps0-QVuiaM_000001_000011,/n/fs/visualai-scr/Data/HAT2/original/eating cake/cps0-QVuiaM_000001_000011,300,300,juggling balls,eating cake,fK5hfUOo1PY,23,33,cps0-QVuiaM,1,11,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/sample_001738_juggling balls_to_eating cake_fK5hfUOo1PY_000023_000033_bg_cps0-QVuiaM_000001_000011,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/segmented_action_swap/sample_001738_juggling balls_to_eating cake_fK5hfUOo1PY_23_33_bg_cps0-QVuiaM_1_11,"[{'class': 'person', 'confidence': 0.5880643725395203, 'bbox': [129.66424560546875, 0.2369842529296875, 210.39389038085938, 171.56532287597656]}, {'class': 'person', 'confidence': 0.45817896723747253, 'bbox': [0.4686126708984375, 0.0, 210.80978393554688, 177.4829864501953]}]",dataset/segmented_action_swap/sample_001738_juggling balls_to_eating cake_fK5hfUOo1PY_23_33_bg_cps0-QVuiaM_1_11/bbox_img/bbox_image.jpg
/n/fs/visualai-scr/Data/HAT2/seg/reading newspaper/mtm9hz6cmr4_000010_000020,/n/fs/visualai-scr/Data/HAT2/original/reading newspaper/mtm9hz6cmr4_000010_000020,/n/fs/visualai-scr/Data/HAT2/inpaint/playing saxophone/ydL4ZaS4BeQ_000007_000017,/n/fs/visualai-scr/Data/HAT2/original/playing saxophone/ydL4ZaS4BeQ_000007_000017,149,300,reading newspaper,playing saxophone,mtm9hz6cmr4,10,20,ydL4ZaS4BeQ,7,17,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/sample_001740_reading newspaper_to_playing saxophone_mtm9hz6cmr4_000010_000020_bg_ydL4ZaS4BeQ_000007_000017,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/segmented_action_swap/sample_001740_reading newspaper_to_playing saxophone_mtm9hz6cmr4_10_20_bg_ydL4ZaS4BeQ_7_17,"[{'class': 'person', 'confidence': 0.8592519760131836, 'bbox': [164.39132690429688, 10.24608039855957, 481.0510559082031, 332.7503662109375]}]",dataset/segmented_action_swap/sample_001740_reading newspaper_to_playing saxophone_mtm9hz6cmr4_10_20_bg_ydL4ZaS4BeQ_7_17/bbox_img/bbox_image.jpg
/n/fs/visualai-scr/Data/HAT2/seg/smoking/xhqnmHDI5Hg_000388_000398,/n/fs/visualai-scr/Data/HAT2/original/smoking/xhqnmHDI5Hg_000388_000398,/n/fs/visualai-scr/Data/HAT2/inpaint/punching person (boxing)/tEdzFdrwopw_000008_000018,/n/fs/visualai-scr/Data/HAT2/original/punching person (boxing)/tEdzFdrwopw_000008_000018,300,300,smoking,punching person (boxing),xhqnmHDI5Hg,388,398,tEdzFdrwopw,8,18,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/sample_001741_smoking_to_punching person (boxing)_xhqnmHDI5Hg_000388_000398_bg_tEdzFdrwopw_000008_000018,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/segmented_action_swap/sample_001741_smoking_to_punching person (boxing)_xhqnmHDI5Hg_388_398_bg_tEdzFdrwopw_8_18,"[{'class': 'person', 'confidence': 0.8749923706054688, 'bbox': [138.35247802734375, 0.38134002685546875, 477.24169921875, 359.00274658203125]}]",dataset/segmented_action_swap/sample_001741_smoking_to_punching person (boxing)_xhqnmHDI5Hg_388_398_bg_tEdzFdrwopw_8_18/bbox_img/bbox_image.jpg
